SaleKey,InvoiceNumber,SaleDate,GameKey,CustomerKey,RetailerKey,UnitsSold,UnitPrice,DiscountPct,UnitCost,NetSalesAmount,TotalCostAmount,GrossProfitAmount,GrossMarginPct,PromoFlag,OrderSource
1502,INV11501,2023-08-20,236,328,52,1,27.38,0.06,13.71,25.74,13.71,12.03,0.4674,True,Mobile App
1503,INV11502,2024-01-11,474,448,38,2,41.4,0.07,16.47,77.0,32.94,44.06,0.5722,False,Mobile App
1504,INV11503,2023-08-10,15,182,478,1,29.78,0.17,14.06,24.72,14.06,10.66,0.4312,True,Mobile App
1505,INV11504,2022-01-12,144,68,489,2,21.38,0.32,8.29,29.08,16.58,12.5,0.4298,False,Retail POS
1506,INV11505,2022-09-25,77,434,343,2,60.24,0.12,25.34,106.02,50.68,55.34,0.522,True,Website
1507,INV11506,2023-11-01,473,359,5,3,20.97,0.1,11.1,56.62,33.3,23.32,0.4119,True,Mobile App
1508,INV11507,2023-01-04,478,491,213,5,61.52,0.25,22.96,230.7,114.8,115.9,0.5024,True,Mobile App
1509,INV11508,2023-12-11,309,159,120,1,27.2,0.21,15.0,21.49,15.0,6.49,0.302,False,Mobile App
1510,INV11509,2022-08-30,440,285,326,5,68.72,0.02,28.37,336.73,141.85,194.88,0.5787,True,Retail POS
1511,INV11510,2022-03-05,263,443,369,4,50.18,0.03,23.07,194.7,92.28,102.42,0.526,True,Retail POS
1512,INV11511,2023-11-15,185,164,209,3,56.74,0.26,33.06,125.96,99.18,26.78,0.2126,False,Retail POS
1513,INV11512,2022-05-02,55,461,217,3,25.51,0.19,12.87,61.99,38.61,23.38,0.3772,False,Website
1514,INV11513,2023-04-22,308,361,24,4,63.1,0.39,31.15,153.96,124.6,29.36,0.1907,False,Website
1515,INV11514,2022-11-11,4,73,342,1,61.95,0.27,31.81,45.22,31.81,13.41,0.2966,True,Retail POS
1516,INV11515,2022-06-13,299,119,205,4,52.64,0.0,30.29,210.56,121.16,89.4,0.4246,True,Website
1517,INV11516,2023-02-20,40,341,401,1,45.1,0.19,16.89,36.53,16.89,19.64,0.5376,True,Retail POS
1518,INV11517,2023-12-04,230,499,462,2,56.06,0.17,27.13,93.06,54.26,38.8,0.4169,True,Website
1519,INV11518,2023-05-30,377,195,226,3,20.29,0.04,8.52,58.44,25.56,32.88,0.5626,True,Website
1520,INV11519,2023-12-22,286,89,218,1,49.61,0.37,15.06,31.25,15.06,16.19,0.5181,True,Retail POS
1521,INV11520,2024-02-28,138,345,211,5,62.36,0.32,21.05,212.02,105.25,106.77,0.5036,False,Mobile App
1522,INV11521,2022-11-15,478,76,26,5,37.83,0.09,15.04,172.13,75.2,96.93,0.5631,True,Mobile App
1523,INV11522,2023-12-08,103,221,252,3,25.4,0.1,11.93,68.58,35.79,32.79,0.4781,True,Website
1524,INV11523,2022-05-01,7,139,3,4,41.03,0.01,23.16,162.48,92.64,69.84,0.4298,True,Website
1525,INV11524,2023-10-17,164,372,2,4,56.35,0.12,30.28,198.35,121.12,77.23,0.3894,False,Website
1526,INV11525,2022-10-30,419,395,92,1,25.36,0.23,11.82,19.53,11.82,7.71,0.3948,True,Website
1527,INV11526,2023-01-12,472,241,2,4,30.29,0.17,9.76,100.56,39.04,61.52,0.6118,False,Website
1528,INV11527,2023-09-22,423,154,150,3,27.37,0.39,10.56,50.09,31.68,18.41,0.3675,True,Website
1529,INV11528,2022-08-15,420,53,71,1,59.84,0.02,24.54,58.64,24.54,34.1,0.5815,False,Retail POS
1530,INV11529,2022-08-13,365,142,4,2,23.13,0.24,11.25,35.16,22.5,12.66,0.3601,False,Mobile App
1531,INV11530,2022-05-17,276,320,497,4,54.32,0.34,17.35,143.4,69.4,74.0,0.516,False,Mobile App
1532,INV11531,2023-05-05,49,464,38,4,38.31,0.19,17.59,124.12,70.36,53.76,0.4331,True,Retail POS
1533,INV11532,2022-06-06,96,394,359,1,57.78,0.0,32.96,57.78,32.96,24.82,0.4296,False,Retail POS
1534,INV11533,2023-04-11,59,31,468,5,68.21,0.1,34.9,306.94,174.5,132.44,0.4315,True,Mobile App
1535,INV11534,2024-02-05,231,223,70,4,25.72,0.13,13.87,89.51,55.48,34.03,0.3802,False,Mobile App
1536,INV11535,2023-09-13,177,292,201,3,35.71,0.39,18.02,65.35,54.06,11.29,0.1728,True,Website
1537,INV11536,2023-01-18,90,266,308,4,60.5,0.36,21.9,154.88,87.6,67.28,0.4344,False,Mobile App
1538,INV11537,2023-03-02,282,282,252,2,33.3,0.38,11.09,41.29,22.18,19.11,0.4628,False,Website
1539,INV11538,2023-12-20,36,276,287,4,30.75,0.33,16.88,82.41,67.52,14.89,0.1807,True,Website
1540,INV11539,2023-07-17,171,381,410,5,61.26,0.14,31.16,263.42,155.8,107.62,0.4085,False,Mobile App
1541,INV11540,2023-04-28,126,44,292,4,69.34,0.36,32.76,177.51,131.04,46.47,0.2618,True,Website
1542,INV11541,2024-02-15,483,62,154,1,47.83,0.39,17.07,29.18,17.07,12.11,0.415,False,Website
1543,INV11542,2023-07-05,299,201,412,4,33.89,0.14,16.3,116.58,65.2,51.38,0.4407,False,Retail POS
1544,INV11543,2024-04-01,355,335,133,5,39.92,0.1,12.35,179.64,61.75,117.89,0.6563,True,Mobile App
1545,INV11544,2023-11-12,204,9,371,1,28.5,0.22,9.57,22.23,9.57,12.66,0.5695,True,Retail POS
1546,INV11545,2024-04-25,289,71,74,3,58.08,0.07,22.86,162.04,68.58,93.46,0.5768,True,Website
1547,INV11546,2022-08-12,356,90,274,1,58.66,0.01,25.41,58.07,25.41,32.66,0.5624,False,Website
1548,INV11547,2024-02-20,462,24,271,2,63.75,0.38,21.43,79.05,42.86,36.19,0.4578,True,Retail POS
1549,INV11548,2022-09-11,97,140,185,1,21.32,0.37,7.16,13.43,7.16,6.27,0.4669,True,Retail POS
1550,INV11549,2023-11-28,238,316,353,3,48.09,0.07,24.9,134.17,74.7,59.47,0.4432,False,Retail POS
1551,INV11550,2024-02-12,173,340,5,4,30.7,0.16,14.46,103.15,57.84,45.31,0.4393,True,Website
1552,INV11551,2023-09-03,301,376,293,1,37.03,0.33,17.04,24.81,17.04,7.77,0.3132,True,Mobile App
1553,INV11552,2024-06-13,88,78,360,1,59.24,0.26,25.81,43.84,25.81,18.03,0.4113,False,Website
1554,INV11553,2024-03-17,399,214,86,1,29.59,0.16,17.55,24.86,17.55,7.31,0.294,False,Retail POS
1555,INV11554,2022-03-25,351,16,214,1,51.91,0.3,16.35,36.34,16.35,19.99,0.5501,False,Mobile App
1556,INV11555,2023-06-23,17,29,406,3,52.72,0.36,18.67,101.22,56.01,45.21,0.4467,False,Retail POS
1557,INV11556,2023-04-03,140,416,436,5,67.69,0.37,33.46,213.22,167.3,45.92,0.2154,False,Website
1558,INV11557,2023-06-25,254,467,15,5,58.75,0.15,20.03,249.69,100.15,149.54,0.5989,True,Mobile App
1559,INV11558,2023-12-22,278,375,273,1,60.17,0.07,28.69,55.96,28.69,27.27,0.4873,False,Mobile App
1560,INV11559,2023-01-06,151,291,51,3,46.57,0.37,21.9,88.02,65.7,22.32,0.2536,False,Website
1561,INV11560,2022-03-21,346,43,253,3,29.33,0.04,17.34,84.47,52.02,32.45,0.3842,False,Retail POS
1562,INV11561,2023-08-01,334,352,45,1,41.27,0.29,23.32,29.3,23.32,5.98,0.2041,True,Retail POS
1563,INV11562,2022-04-25,140,375,191,2,47.46,0.06,27.7,89.22,55.4,33.82,0.3791,True,Retail POS
1564,INV11563,2022-03-05,114,53,122,1,53.91,0.16,18.01,45.28,18.01,27.27,0.6023,True,Website
1565,INV11564,2024-04-28,68,276,412,2,50.38,0.16,28.24,84.64,56.48,28.16,0.3327,True,Retail POS
1566,INV11565,2023-07-15,366,371,187,1,39.69,0.06,13.44,37.31,13.44,23.87,0.6398,False,Mobile App
1567,INV11566,2023-06-02,179,232,214,2,33.26,0.37,16.29,41.91,32.58,9.33,0.2226,False,Retail POS
1568,INV11567,2022-07-27,125,212,149,2,28.4,0.0,14.66,56.8,29.32,27.48,0.4838,False,Retail POS
1569,INV11568,2023-08-10,397,8,170,1,54.68,0.36,19.04,35.0,19.04,15.96,0.456,True,Mobile App
1570,INV11569,2023-07-04,313,122,209,2,52.26,0.35,25.6,67.94,51.2,16.74,0.2464,False,Mobile App
1571,INV11570,2022-06-03,311,483,453,4,54.36,0.13,17.16,189.17,68.64,120.53,0.6372,True,Retail POS
1572,INV11571,2022-06-18,338,42,82,5,38.62,0.28,14.98,139.03,74.9,64.13,0.4613,True,Mobile App
1573,INV11572,2022-12-02,363,333,401,3,33.11,0.1,19.08,89.4,57.24,32.16,0.3597,True,Website
1574,INV11573,2024-05-24,412,233,196,2,57.98,0.3,20.38,81.17,40.76,40.41,0.4978,False,Mobile App
1575,INV11574,2023-06-17,358,70,246,2,58.67,0.22,18.75,91.53,37.5,54.03,0.5903,False,Website
1576,INV11575,2023-03-29,233,367,391,3,42.77,0.12,18.52,112.91,55.56,57.35,0.5079,False,Mobile App
1577,INV11576,2022-04-30,428,16,345,2,50.59,0.16,28.09,84.99,56.18,28.81,0.339,False,Website
1578,INV11577,2023-11-28,147,69,357,3,38.67,0.28,12.49,83.53,37.47,46.06,0.5514,True,Website
1579,INV11578,2022-07-30,430,53,40,1,55.09,0.36,22.4,35.26,22.4,12.86,0.3647,False,Retail POS
1580,INV11579,2024-01-05,111,173,168,4,61.78,0.05,35.21,234.76,140.84,93.92,0.4001,True,Mobile App
1581,INV11580,2023-08-21,363,435,43,4,54.4,0.23,18.25,167.55,73.0,94.55,0.5643,True,Mobile App
1582,INV11581,2023-05-16,358,482,329,5,45.62,0.1,17.94,205.29,89.7,115.59,0.5631,True,Mobile App
1583,INV11582,2022-04-04,238,262,211,2,42.92,0.32,22.9,58.37,45.8,12.57,0.2154,True,Website
1584,INV11583,2023-06-07,3,379,179,5,52.11,0.03,24.13,252.73,120.65,132.08,0.5226,True,Retail POS
1585,INV11584,2023-04-02,211,289,457,1,53.98,0.28,29.67,38.87,29.67,9.2,0.2367,True,Mobile App
1586,INV11585,2024-04-08,404,463,23,4,47.93,0.07,15.98,178.3,63.92,114.38,0.6415,True,Retail POS
1587,INV11586,2022-02-26,25,15,95,1,51.24,0.24,29.52,38.94,29.52,9.42,0.2419,False,Retail POS
1588,INV11587,2023-04-10,331,270,160,1,24.82,0.33,14.41,16.63,14.41,2.22,0.1335,False,Website
1589,INV11588,2022-05-16,184,167,244,2,67.58,0.3,23.42,94.61,46.84,47.77,0.5049,True,Mobile App
1590,INV11589,2023-06-10,465,63,415,1,59.53,0.3,18.46,41.67,18.46,23.21,0.557,False,Retail POS
1591,INV11590,2023-03-02,61,261,17,4,38.69,0.21,23.1,122.26,92.4,29.86,0.2442,False,Mobile App
1592,INV11591,2023-04-13,123,500,112,5,48.13,0.36,21.4,154.02,107.0,47.02,0.3053,False,Mobile App
1593,INV11592,2023-08-01,497,121,103,4,22.36,0.24,10.55,67.97,42.2,25.77,0.3791,False,Mobile App
1594,INV11593,2022-03-01,55,346,314,2,22.05,0.37,10.69,27.78,21.38,6.4,0.2304,True,Retail POS
1595,INV11594,2023-07-27,163,240,86,4,32.53,0.22,17.47,101.49,69.88,31.61,0.3115,False,Website
1596,INV11595,2023-04-19,462,465,35,3,54.48,0.2,29.62,130.75,88.86,41.89,0.3204,True,Website
1597,INV11596,2023-11-20,187,107,30,5,62.6,0.09,22.42,284.83,112.1,172.73,0.6064,True,Retail POS
1598,INV11597,2024-04-06,39,495,192,3,47.95,0.22,17.79,112.2,53.37,58.83,0.5243,False,Mobile App
1599,INV11598,2022-11-12,185,180,437,3,46.6,0.06,26.24,131.41,78.72,52.69,0.401,False,Mobile App
1600,INV11599,2024-01-11,83,16,179,2,40.11,0.35,21.89,52.14,43.78,8.36,0.1603,True,Website
1601,INV11600,2022-01-23,195,355,104,1,28.07,0.27,13.62,20.49,13.62,6.87,0.3353,True,Retail POS
1602,INV11601,2023-02-10,34,422,165,3,25.91,0.4,15.5,46.64,46.5,0.14,0.003,False,Retail POS
1603,INV11602,2022-09-18,113,309,474,4,58.02,0.04,30.2,222.8,120.8,102.0,0.4578,False,Website
1604,INV11603,2024-04-16,425,215,122,1,66.37,0.1,24.21,59.73,24.21,35.52,0.5947,True,Retail POS
1605,INV11604,2022-01-04,406,77,134,4,42.9,0.35,23.77,111.54,95.08,16.46,0.1476,False,Retail POS
1606,INV11605,2024-02-03,230,225,290,4,52.96,0.16,22.48,177.95,89.92,88.03,0.4947,True,Website
1607,INV11606,2022-08-12,283,93,312,1,65.71,0.19,20.43,53.23,20.43,32.8,0.6162,True,Website
1608,INV11607,2023-08-16,405,181,224,1,24.5,0.34,9.71,16.17,9.71,6.46,0.3995,True,Retail POS
1609,INV11608,2022-03-16,425,174,25,4,58.51,0.21,30.96,184.89,123.84,61.05,0.3302,True,Retail POS
1610,INV11609,2022-02-16,287,354,371,2,50.83,0.08,29.89,93.53,59.78,33.75,0.3608,False,Website
1611,INV11610,2023-03-10,155,354,13,5,49.92,0.36,19.11,159.74,95.55,64.19,0.4018,True,Website
1612,INV11611,2022-12-19,165,219,319,5,34.62,0.01,12.95,171.37,64.75,106.62,0.6222,True,Mobile App
1613,INV11612,2023-12-19,450,143,230,2,54.18,0.36,25.42,69.35,50.84,18.51,0.2669,False,Retail POS
1614,INV11613,2022-03-07,182,315,102,1,59.73,0.02,32.46,58.54,32.46,26.08,0.4455,False,Retail POS
1615,INV11614,2023-07-09,239,434,450,4,25.63,0.27,13.43,74.84,53.72,21.12,0.2822,True,Website
1616,INV11615,2022-03-03,137,393,378,5,46.67,0.03,21.84,226.35,109.2,117.15,0.5176,False,Website
1617,INV11616,2022-03-12,339,282,376,4,25.05,0.28,12.26,72.14,49.04,23.1,0.3202,False,Mobile App
1618,INV11617,2023-04-29,426,259,389,2,63.62,0.01,23.71,125.97,47.42,78.55,0.6236,True,Mobile App
1619,INV11618,2022-02-02,420,356,203,4,45.37,0.34,19.5,119.78,78.0,41.78,0.3488,False,Website
1620,INV11619,2022-10-21,266,47,267,2,60.39,0.19,22.74,97.83,45.48,52.35,0.5351,False,Retail POS
1621,INV11620,2023-02-23,187,5,472,1,38.39,0.04,21.7,36.85,21.7,15.15,0.4111,False,Mobile App
1622,INV11621,2022-07-04,40,62,462,2,26.24,0.28,8.76,37.79,17.52,20.27,0.5364,False,Website
1623,INV11622,2024-02-27,310,468,365,2,22.06,0.2,11.12,35.3,22.24,13.06,0.37,False,Website
1624,INV11623,2022-05-19,493,84,222,5,34.07,0.08,12.88,156.72,64.4,92.32,0.5891,True,Website
1625,INV11624,2024-02-24,167,133,104,4,32.2,0.01,14.25,127.51,57.0,70.51,0.553,False,Retail POS
1626,INV11625,2023-10-19,391,394,111,5,48.01,0.17,18.72,199.24,93.6,105.64,0.5302,True,Website
1627,INV11626,2024-01-17,260,336,428,3,21.08,0.03,8.37,61.34,25.11,36.23,0.5906,True,Website
1628,INV11627,2023-10-24,143,63,483,2,46.02,0.04,17.4,88.36,34.8,53.56,0.6062,False,Retail POS
1629,INV11628,2023-03-07,204,281,469,3,39.58,0.11,20.81,105.68,62.43,43.25,0.4093,False,Website
1630,INV11629,2023-01-19,176,44,69,5,48.85,0.25,20.01,183.19,100.05,83.14,0.4538,False,Website
1631,INV11630,2023-01-27,262,153,358,4,55.11,0.21,28.54,174.15,114.16,59.99,0.3445,False,Mobile App
1632,INV11631,2023-04-05,252,414,258,5,51.69,0.03,22.58,250.7,112.9,137.8,0.5497,False,Website
1633,INV11632,2024-06-09,329,270,168,4,69.22,0.39,32.13,168.9,128.52,40.38,0.2391,False,Retail POS
1634,INV11633,2023-01-22,419,342,293,4,26.9,0.35,12.45,69.94,49.8,20.14,0.288,False,Mobile App
1635,INV11634,2023-01-20,200,171,374,1,41.48,0.1,24.59,37.33,24.59,12.74,0.3413,False,Website
1636,INV11635,2022-03-24,199,156,49,2,41.23,0.05,16.91,78.34,33.82,44.52,0.5683,False,Retail POS
1637,INV11636,2023-12-01,196,478,250,5,40.84,0.38,14.8,126.6,74.0,52.6,0.4155,False,Website
1638,INV11637,2023-11-09,314,275,482,4,53.18,0.18,30.5,174.43,122.0,52.43,0.3006,False,Mobile App
1639,INV11638,2024-06-14,77,358,331,5,44.48,0.12,15.68,195.71,78.4,117.31,0.5994,False,Retail POS
1640,INV11639,2023-07-07,19,426,420,5,45.86,0.2,25.24,183.44,126.2,57.24,0.312,True,Mobile App
1641,INV11640,2022-05-17,62,20,75,4,41.61,0.31,14.36,114.84,57.44,57.4,0.4998,False,Retail POS
1642,INV11641,2023-11-01,327,483,201,3,69.57,0.07,34.62,194.1,103.86,90.24,0.4649,True,Retail POS
1643,INV11642,2024-05-30,394,214,454,2,66.37,0.31,22.91,91.59,45.82,45.77,0.4997,True,Website
1644,INV11643,2022-12-23,281,79,34,2,35.38,0.3,20.41,49.53,40.82,8.71,0.1759,False,Retail POS
1645,INV11644,2022-05-02,428,139,314,1,25.57,0.22,12.01,19.94,12.01,7.93,0.3977,True,Retail POS
1646,INV11645,2022-07-02,250,438,111,1,61.98,0.35,24.72,40.29,24.72,15.57,0.3864,False,Website
1647,INV11646,2023-07-05,227,98,421,1,69.85,0.05,23.9,66.36,23.9,42.46,0.6398,False,Retail POS
1648,INV11647,2023-02-07,127,377,352,2,34.62,0.24,14.24,52.62,28.48,24.14,0.4588,True,Retail POS
1649,INV11648,2023-06-26,58,152,316,3,37.88,0.18,19.38,93.18,58.14,35.04,0.376,False,Retail POS
1650,INV11649,2022-05-11,409,198,396,2,67.07,0.17,27.87,111.34,55.74,55.6,0.4994,True,Retail POS
1651,INV11650,2024-01-16,477,273,237,2,55.55,0.1,20.77,99.99,41.54,58.45,0.5846,True,Website
1652,INV11651,2022-08-17,376,156,32,2,34.77,0.15,16.45,59.11,32.9,26.21,0.4434,False,Website
1653,INV11652,2024-05-04,204,50,209,2,49.04,0.04,20.86,94.16,41.72,52.44,0.5569,True,Mobile App
1654,INV11653,2022-01-04,243,479,132,3,67.2,0.1,23.5,181.44,70.5,110.94,0.6114,True,Retail POS
1655,INV11654,2024-02-14,367,228,106,1,60.58,0.11,20.97,53.92,20.97,32.95,0.6111,False,Website
1656,INV11655,2022-01-24,424,439,33,5,57.08,0.29,29.24,202.63,146.2,56.43,0.2785,True,Retail POS
1657,INV11656,2022-11-02,332,457,43,1,56.84,0.02,33.67,55.7,33.67,22.03,0.3955,False,Website
1658,INV11657,2023-04-20,500,10,368,1,28.89,0.26,10.69,21.38,10.69,10.69,0.5,False,Mobile App
1659,INV11658,2023-11-21,326,149,107,5,61.22,0.09,32.57,278.55,162.85,115.7,0.4154,False,Retail POS
1660,INV11659,2024-01-07,252,58,265,2,33.8,0.03,11.03,65.57,22.06,43.51,0.6636,False,Mobile App
1661,INV11660,2023-07-12,394,162,226,3,66.51,0.12,27.57,175.59,82.71,92.88,0.529,True,Mobile App
1662,INV11661,2023-03-11,322,351,487,3,38.22,0.09,17.28,104.34,51.84,52.5,0.5032,False,Mobile App
1663,INV11662,2023-06-29,376,477,179,1,62.87,0.22,23.93,49.04,23.93,25.11,0.512,True,Website
1664,INV11663,2023-01-24,493,107,222,5,33.3,0.14,15.28,143.19,76.4,66.79,0.4664,True,Retail POS
1665,INV11664,2024-04-23,409,427,370,4,45.72,0.39,25.82,111.56,103.28,8.28,0.0742,False,Website
1666,INV11665,2022-08-24,199,395,125,2,25.33,0.39,14.78,30.9,29.56,1.34,0.0434,False,Website
1667,INV11666,2022-09-11,488,289,276,1,53.0,0.18,17.5,43.46,17.5,25.96,0.5973,False,Retail POS
1668,INV11667,2023-04-17,343,186,167,3,61.79,0.32,23.58,126.05,70.74,55.31,0.4388,True,Retail POS
1669,INV11668,2022-12-21,240,46,151,5,55.91,0.01,33.2,276.75,166.0,110.75,0.4002,False,Retail POS
1670,INV11669,2022-06-08,139,445,41,5,46.15,0.22,17.59,179.98,87.95,92.03,0.5113,True,Retail POS
1671,INV11670,2022-10-10,122,446,300,1,22.25,0.3,11.3,15.58,11.3,4.28,0.2747,False,Website
1672,INV11671,2022-07-13,420,129,381,4,66.66,0.09,25.07,242.64,100.28,142.36,0.5867,False,Retail POS
1673,INV11672,2024-06-15,49,405,35,3,55.26,0.02,22.49,162.46,67.47,94.99,0.5847,True,Retail POS
1674,INV11673,2024-01-13,304,318,407,1,57.28,0.06,20.47,53.84,20.47,33.37,0.6198,True,Retail POS
1675,INV11674,2024-02-23,115,448,314,4,59.72,0.18,33.26,195.88,133.04,62.84,0.3208,False,Mobile App
1676,INV11675,2022-04-26,343,87,304,5,57.38,0.2,32.41,229.52,162.05,67.47,0.294,False,Retail POS
1677,INV11676,2022-02-02,251,249,231,2,42.05,0.15,16.36,71.48,32.72,38.76,0.5422,False,Retail POS
1678,INV11677,2024-04-08,491,329,215,3,56.67,0.18,31.0,139.41,93.0,46.41,0.3329,True,Website
1679,INV11678,2023-11-08,7,440,314,3,51.24,0.19,20.88,124.51,62.64,61.87,0.4969,False,Mobile App
1680,INV11679,2023-03-06,219,257,101,4,62.69,0.31,20.67,173.02,82.68,90.34,0.5221,False,Website
1681,INV11680,2023-09-22,77,277,57,1,60.11,0.04,31.7,57.71,31.7,26.01,0.4507,True,Mobile App
1682,INV11681,2024-02-24,179,278,215,5,22.06,0.31,10.57,76.11,52.85,23.26,0.3056,False,Website
1683,INV11682,2022-01-17,145,438,423,4,38.93,0.28,14.88,112.12,59.52,52.6,0.4691,True,Website
1684,INV11683,2022-09-04,416,4,156,2,21.73,0.3,8.17,30.42,16.34,14.08,0.4629,True,Retail POS
1685,INV11684,2022-07-31,154,65,64,2,25.09,0.29,14.87,35.63,29.74,5.89,0.1653,False,Retail POS
1686,INV11685,2022-03-10,121,435,62,2,50.06,0.19,27.97,81.1,55.94,25.16,0.3102,False,Mobile App
1687,INV11686,2022-04-14,124,202,339,4,63.68,0.08,34.57,234.34,138.28,96.06,0.4099,True,Mobile App
1688,INV11687,2023-09-01,150,63,369,5,25.98,0.21,8.79,102.62,43.95,58.67,0.5717,True,Mobile App
1689,INV11688,2022-02-04,397,143,368,3,42.54,0.38,22.4,79.12,67.2,11.92,0.1507,False,Retail POS
1690,INV11689,2023-04-03,381,244,62,1,65.53,0.24,23.88,49.8,23.88,25.92,0.5205,True,Website
1691,INV11690,2023-09-05,268,292,94,3,60.71,0.0,36.01,182.13,108.03,74.1,0.4069,True,Mobile App
1692,INV11691,2023-11-20,327,285,469,5,45.97,0.02,14.51,225.25,72.55,152.7,0.6779,False,Retail POS
1693,INV11692,2023-12-22,1,180,472,3,58.57,0.4,23.76,105.43,71.28,34.15,0.3239,True,Retail POS
1694,INV11693,2024-06-12,161,174,341,4,46.12,0.03,19.77,178.95,79.08,99.87,0.5581,True,Website
1695,INV11694,2022-02-19,244,325,26,2,27.89,0.02,15.26,54.66,30.52,24.14,0.4416,True,Website
1696,INV11695,2022-09-08,375,413,435,5,26.23,0.14,13.9,112.79,69.5,43.29,0.3838,True,Retail POS
1697,INV11696,2024-01-29,398,111,121,5,29.41,0.39,12.13,89.7,60.65,29.05,0.3239,True,Website
1698,INV11697,2022-02-15,251,175,50,3,37.54,0.13,17.63,97.98,52.89,45.09,0.4602,True,Website
1699,INV11698,2023-02-16,367,475,371,4,66.52,0.16,36.63,223.51,146.52,76.99,0.3445,False,Retail POS
1700,INV11699,2023-03-26,64,153,252,3,59.97,0.25,18.32,134.93,54.96,79.97,0.5927,False,Mobile App
1701,INV11700,2022-08-28,299,464,36,3,41.63,0.01,22.51,123.64,67.53,56.11,0.4538,False,Mobile App
1702,INV11701,2023-07-07,248,400,410,5,44.64,0.36,26.07,142.85,130.35,12.5,0.0875,False,Retail POS
1703,INV11702,2022-08-11,442,356,289,3,33.27,0.21,10.3,78.85,30.9,47.95,0.6081,True,Mobile App
1704,INV11703,2024-02-12,297,217,379,2,55.21,0.19,17.32,89.44,34.64,54.8,0.6127,False,Retail POS
1705,INV11704,2024-06-03,465,297,100,3,60.13,0.34,24.25,119.06,72.75,46.31,0.389,True,Retail POS
1706,INV11705,2024-03-05,452,449,324,2,31.94,0.38,10.42,39.61,20.84,18.77,0.4739,False,Website
1707,INV11706,2022-02-27,500,453,329,5,22.08,0.17,9.8,91.63,49.0,42.63,0.4652,True,Mobile App
1708,INV11707,2022-05-24,115,489,136,4,51.18,0.07,26.54,190.39,106.16,84.23,0.4424,False,Retail POS
1709,INV11708,2023-05-31,295,404,194,2,48.12,0.33,22.62,64.48,45.24,19.24,0.2984,True,Mobile App
1710,INV11709,2022-10-24,1,453,221,4,40.1,0.16,14.39,134.74,57.56,77.18,0.5728,False,Mobile App
1711,INV11710,2022-08-28,41,420,279,4,52.18,0.37,25.9,131.49,103.6,27.89,0.2121,False,Mobile App
1712,INV11711,2024-04-15,173,477,326,2,47.52,0.38,24.02,58.92,48.04,10.88,0.1847,False,Retail POS
1713,INV11712,2024-01-20,88,240,55,5,32.52,0.05,18.85,154.47,94.25,60.22,0.3898,False,Website
1714,INV11713,2023-08-13,482,226,427,1,39.88,0.38,13.72,24.73,13.72,11.01,0.4452,False,Mobile App
1715,INV11714,2022-11-23,98,186,484,4,41.4,0.15,21.02,140.76,84.08,56.68,0.4027,True,Retail POS
1716,INV11715,2023-08-15,88,48,110,4,64.0,0.26,36.7,189.44,146.8,42.64,0.2251,False,Mobile App
1717,INV11716,2023-09-05,251,466,149,5,68.04,0.01,30.65,336.8,153.25,183.55,0.545,True,Website
1718,INV11717,2024-03-02,335,386,406,5,64.64,0.36,26.41,206.85,132.05,74.8,0.3616,False,Mobile App
1719,INV11718,2023-11-20,465,208,265,3,55.95,0.26,19.65,124.21,58.95,65.26,0.5254,False,Retail POS
1720,INV11719,2024-04-18,141,157,162,5,49.24,0.26,27.58,182.19,137.9,44.29,0.2431,False,Mobile App
1721,INV11720,2022-11-25,71,225,187,4,54.45,0.36,22.78,139.39,91.12,48.27,0.3463,True,Mobile App
1722,INV11721,2022-08-31,137,144,410,2,66.95,0.2,38.66,107.12,77.32,29.8,0.2782,False,Mobile App
1723,INV11722,2022-11-06,492,419,129,1,32.49,0.16,18.01,27.29,18.01,9.28,0.3401,False,Website
1724,INV11723,2024-06-16,447,111,484,3,46.75,0.35,19.31,91.16,57.93,33.23,0.3645,True,Mobile App
1725,INV11724,2022-05-27,99,318,108,2,54.47,0.3,25.72,76.26,51.44,24.82,0.3255,True,Retail POS
1726,INV11725,2023-11-08,151,363,389,1,53.95,0.38,16.62,33.45,16.62,16.83,0.5031,True,Mobile App
1727,INV11726,2023-06-18,438,362,425,1,32.6,0.38,12.35,20.21,12.35,7.86,0.3889,True,Mobile App
1728,INV11727,2022-08-15,175,465,447,1,49.33,0.15,25.31,41.93,25.31,16.62,0.3964,False,Mobile App
1729,INV11728,2023-02-28,167,132,406,2,59.79,0.18,30.1,98.06,60.2,37.86,0.3861,True,Website
1730,INV11729,2022-11-04,343,113,68,3,43.74,0.1,17.76,118.1,53.28,64.82,0.5489,True,Retail POS
1731,INV11730,2022-10-09,410,324,432,3,59.65,0.26,32.37,132.42,97.11,35.31,0.2667,False,Mobile App
1732,INV11731,2022-03-04,257,435,66,1,37.98,0.15,14.08,32.28,14.08,18.2,0.5638,True,Retail POS
1733,INV11732,2023-07-25,398,89,144,2,66.93,0.31,29.34,92.36,58.68,33.68,0.3647,True,Retail POS
1734,INV11733,2023-08-29,224,161,464,1,46.69,0.05,20.63,44.36,20.63,23.73,0.5349,True,Website
1735,INV11734,2024-06-19,499,334,53,5,49.79,0.05,20.03,236.5,100.15,136.35,0.5765,False,Retail POS
1736,INV11735,2024-01-23,368,408,128,3,21.56,0.08,12.64,59.51,37.92,21.59,0.3628,True,Mobile App
